Symbol,Company Name,Market Cap,Stock Price,Industry,Volume,Revenue,Employees,Founded
KVAC,Keen Vision Acquisition Corporation,202763067,10.47,Shell Companies,6528,,,2021
TRVI,"Trevi Therapeutics, Inc.",202742988,2.94,Biotechnology,46638,,25,2011
TDUP,ThredUp Inc.,202441332,1.86,Internet Retail,1228373,322022000,2377,2009
GHIX,"Gores Holdings IX, Inc.",201893447,10.54,Shell Companies,216,,3,2021
HMST,"HomeStreet, Inc.",201587744,10.69,Banks - Regional,139729,209115000,821,1921
XFOR,"X4 Pharmaceuticals, Inc.",201525600,1.20,Biotechnology,3223408,,93,2014
JAKK,"JAKKS Pacific, Inc.",201498144,18.66,Leisure,89578,711557000,659,1995
IPHA,Innate Pharma S.A.,201296642,2.49,Biotechnology,2580,68490000,179,1999
ITI,"Iteris, Inc.",200809440,4.68,Communication Equipment,56245,171677000,450,
CBAN,"Colony Bankcorp, Inc.",199816868,11.38,Banks - Regional,23861,110278000,451,1975
PKBK,"Parke Bancorp, Inc.",199105695,16.65,Banks - Regional,15259,72957000,101,1999
TCX,Tucows Inc.,198791234,18.19,Software - Infrastructure,23805,339337000,1045,
EGAN,eGain Corporation,198448536,6.36,Software - Application,56777,95639000,580,1997
SHIP,Seanergy Maritime Holdings Corp.,196915891,9.60,Marine Shipping,241710,110234000,81,
MBCN,Middlefield Banc Corp.,196887016,24.40,Banks - Regional,4681,68892000,256,1901
ALIM,"Alimera Sciences, Inc.",196405125,3.75,Drug Manufacturers - Specialty & Generic,99562,80754000,154,2003
COMM,"CommScope Holding Company, Inc.",196244540,0.92,Communication Equipment,3290496,5789200000,20000,1976
EML,The Eastern Company,195742339,31.53,Tools & Accessories,60053,273454857,1199,1858
CTRN,"Citi Trends, Inc.",194728058,22.81,Apparel Retail,39136,747941000,2700,1946
COFS,"ChoiceOne Financial Services, Inc.",194570605,25.75,Banks - Regional,4069,80641000,367,1898
SMLR,"Semler Scientific, Inc.",194549984,27.67,Medical Devices,44564,68184000,92,2007
OVLY,Oak Valley Bancorp,194359770,23.25,Banks - Regional,24956,81463000,219,1990
SMID,Smith-Midland Corporation,194313874,36.96,Building Materials,14789,57678000,178,1960
STRS,Stratus Properties Inc.,193970946,24.05,Real Estate - Diversified,3160,17270000,33,1992
INOD,Innodata Inc.,193794546,6.74,Information Technology Services,215246,86775000,4296,1988
OPRX,OptimizeRx Corporation,193113018,10.62,Health Information Services,140494,71521506,135,
BLUE,"bluebird bio, Inc.",192742000,1.00,Biotechnology,19886197,21726000,323,1992
OXSQ,Oxford Square Capital Corp.,192741529,3.23,Asset Management,211991,49559807,,2003
CGEN,Compugen Ltd.,192489930,2.15,Biotechnology,177689,33459000,68,
BPRN,Princeton Bancorp Inc,192331289,30.35,Banks - Regional,10615,96001000,206,2007
LVO,"LiveOne, Inc.",192256155,1.95,Entertainment,243740,113088000,165,2009
FANH,Fanhua Inc.,192253033,3.39,Insurance Brokers,262228,451112694,5238,1998
OM,"Outset Medical, Inc.",191416603,3.79,Medical Devices,16070400,130376000,480,
SEVN,Seven Hills Realty Trust,191206137,12.91,REIT - Mortgage,27914,34510000,,1986
FLXS,"Flexsteel Industries, Inc.",191021660,37.09,"Furnishings, Fixtures & Appliances",24767,407749000,1700,2001
MFIN,Medallion Financial Corp.,190059888,8.13,Credit Services,68548,161604000,169,1995
LCNB,LCNB Corp.,189768705,14.35,Banks - Regional,9420,69683000,345,1877
VTSI,"VirTra, Inc.",189753676,17.08,Aerospace & Defense,238676,38043360,112,1993
DXLG,"Destination XL Group, Inc.",189624357,3.27,Apparel Retail,168340,521815000,1439,1976
BWFG,"Bankwell Financial Group, Inc.",189559075,23.97,Banks - Regional,8782,98444000,126,2002
TPIC,"TPI Composites, Inc.",189399315,3.99,Specialty Industrial Machinery,1545755,1350179000,12300,1968
ASUR,"Asure Software, Inc.",188435630,7.30,Software - Application,267237,117670000,564,1985
VIRC,Virco Mfg. Corporation,187830477,11.49,"Furnishings, Fixtures & Appliances",155128,269117000,776,1950
HOFT,Hooker Furnishings Corporation,187813342,17.62,"Furnishings, Fixtures & Appliances",16015,433226000,1203,
OBIO,"Orchestra BioMed Holdings, Inc.",187521260,5.24,Biotechnology,27632,2760000,56,2017
NNBR,"NN, Inc.",186828520,3.80,Conglomerates,248447,489270000,2926,1980
FFNW,"First Financial Northwest, Inc.",186699447,20.35,Banks - Regional,33002,43524000,142,1923
CPSS,"Consumer Portfolio Services, Inc.",186365718,8.82,Credit Services,10791,352014000,890,1991
HNRG,Hallador Energy Company,186313200,5.10,Thermal Coal,320201,634480000,936,1949
MASS,908 Devices Inc.,185366146,5.62,Medical Devices,164391,50733000,230,2012
CALB,California BanCorp,185176953,22.01,Banks - Regional,5943,78133000,169,2007
KLTR,"Kaltura, Inc.",185107860,1.26,Software - Application,67059,175172000,580,2006
GEOS,Geospace Technologies Corporation,184974519,13.89,Oil & Gas Equipment & Services,87960,143432000,681,1980
PNRG,PrimeEnergy Resources Corporation,184359945,102.98,Oil & Gas Exploration & Production,4919,132810000,115,1973
PTMN,Portman Ridge Finance Corporation,183630865,19.72,Asset Management,53617,76315000,,
ATLO,Ames National Corporation,183620111,20.42,Banks - Regional,23369,53051000,254,1903
ESCA,"Escalade, Incorporated",183527584,13.24,Leisure,8064,263939000,472,1922
OTLK,"Outlook Therapeutics, Inc.",183466550,8.50,Biotechnology,241160,,24,2010
CONX,CONX Corp.,183449656,8.79,Shell Companies,7394,,1,
IVCA,Investcorp India Acquisition Corp,183229576,11.27,Shell Companies,50240,,2,2021
THCH,TH International Limited,182731320,1.16,Restaurants,213778,222253904,2807,2018
PRPL,"Purple Innovation, Inc.",182716000,1.70,"Furnishings, Fixtures & Appliances",438313,510541000,1700,2010
VCSA,"Vacasa, Inc.",182406920,7.05,Software - Application,83712,1117950000,6400,2009
ZEO,Zeo Energy Corp.,182364047,4.71,Solar,13432,110066601,200,2005
FNGR,"FingerMotion, Inc.",182332538,3.47,Telecom Services,369481,40401593,59,2016
NIU,Niu Technologies,182262506,2.35,Auto Manufacturers,233344,374013772,550,2014
PROF,Profound Medical Corp.,181140294,7.45,Medical Devices,13854,5412782,131,
RMBL,"RumbleON, Inc.",180899216,5.14,Auto & Truck Dealerships,116487,1366400000,2357,
QSG,QuantaSing Group Ltd,180751040,3.20,Education & Training Services,48898,3485268000,1029,2019
MCRB,"Seres Therapeutics, Inc.",179700710,1.19,Biotechnology,5977950,126325000,233,2010
IVA,Inventiva S.A.,179632822,3.45,Biotechnology,52094,25736667,120,2011
MDWD,MediWound Ltd.,179393508,18.90,Biotechnology,19003,18686000,100,2000
HQI,"HireQuest, Inc.",179368010,12.85,Staffing & Employment Services,41328,37882000,96,2002
TELO,"Telomir Pharmaceuticals, Inc.",179139290,6.06,Biotechnology,31439,,1,2021
ALAR,Alarum Technologies Ltd.,179120626,29.64,Software - Infrastructure,254228,26521000,52,2013
BCBP,"BCB Bancorp, Inc.",178868920,10.55,Banks - Regional,126880,102046000,266,2000
GLSI,"Greenwich LifeSciences, Inc.",178623408,13.87,Biotechnology,19040,,3,2006
ARAY,Accuray Incorporated,177512152,1.79,Medical Devices,1360264,447482000,1024,
OGI,OrganiGram Holdings Inc.,176904052,1.88,Drug Manufacturers - Specialty & Generic,1195348,,984,2013
GOSS,"Gossamer Bio, Inc.",176609173,0.78,Biotechnology,8493727,,135,2015
NTIC,Northern Technologies International Corporation,175730464,18.64,Specialty Chemicals,76128,82703574,224,1970
GNFT,Genfit S.A.,175395774,3.59,Biotechnology,4511,42417778,159,1999
FLL,"Full House Resorts, Inc.",174680510,5.05,Resorts & Casinos,96970,241060000,1549,1987
HCVI,Hennessy Capital Investment Corp. VI,174648926,10.54,Shell Companies,5,,3,2021
CAPR,"Capricor Therapeutics, Inc.",174211590,5.53,Biotechnology,140928,25178066,101,2005
BDSX,"Biodesix, Inc.",174117520,1.52,Diagnostics & Research,230753,49087000,217,
NUVO,Holdco Nuvo Group D.G Ltd.,173905200,5.25,Shell Companies,43216993,,,1990
AXTI,"AXT, Inc.",173895819,3.93,Semiconductor Equipment & Materials,1481803,75795000,1456,1986
AMTX,"Aemetis, Inc.",173432657,4.39,Oil & Gas Refining & Marketing,852869,186717000,205,2005
PPYA,Papaya Growth Opportunity Corp. I,172820338,10.96,Shell Companies,2601,,3,2021
SSTI,SoundThinking Inc,172712250,13.50,Software - Application,32183,92717000,312,1996
CVRX,"CVRx, Inc.",172116135,7.97,Medical Devices,515324,39295000,200,2000
PVBC,"Provident Bancorp, Inc.",171823043,9.73,Banks - Regional,39179,65910000,188,1913
DRTS,Alpha Tau Medical Ltd.,171389676,2.49,Biotechnology,43808,,121,2015
ASPI,ASP Isotopes Inc.,171231463,3.50,Chemicals,450789,433026,76,2021
GRWG,GrowGeneration Corp.,170981120,2.78,Specialty Retail,1273990,225882000,372,2008
SCPH,scPharmaceuticals Inc.,170537312,4.73,Biotechnology,101540,13593000,135,2013
HBIO,"Harvard Bioscience, Inc.",170125256,3.92,Medical Instruments & Supplies,114814,112250000,391,1901
SKGR,SK Growth Opportunities Corporation,170096851,11.12,Shell Companies,33978,,2,2021
ESSA,"ESSA Bancorp, Inc.",169803940,16.76,Banks - Regional,9154,68557000,232,1916
GOEV,Canoo Inc.,169565568,2.63,Auto Manufacturers,2966395,886000,651,2017
GAQ,Generation Asia I Acquisition Limited,169357430,11.16,Shell Companies,113,,,2021
INGN,"Inogen, Inc.",169302211,7.19,Medical Devices,405012,315660000,834,2001
BRKH,Burtech Acquisition Corp.,169215308,11.16,Shell Companies,257,,5,2021
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,169147630,10.30,Shell Companies,20968,,,2021
STHO,Star Holdings,168359744,12.64,Real Estate Services,10227,123053000,,
VERY,"Vericity, Inc.",168236250,11.31,Insurance - Life,1049,177565000,458,
MYFW,"First Western Financial, Inc.",167795646,17.44,Banks - Regional,37233,80284000,310,2002
HITI,High Tide Inc.,167164224,2.22,Pharmaceutical Retailers,734822,497661000,1449,2009
QIPT,Quipt Home Medical Corp.,166880280,3.92,Medical Devices,323623,185180451,1200,1993
SUUN,SolarBank Corporation,166615494,6.14,Utilities - Renewable,70185,,15,2013
MAMO,Massimo Group,166026000,4.04,Recreational Vehicles,25944,115037544,126,2008
REKR,"Rekor Systems, Inc.",165530306,1.94,Software - Infrastructure,619874,34933000,347,2017
GEVO,"Gevo, Inc.",165008751,0.70,Specialty Chemicals,4548434,17130000,101,2005
INCR,InterCure Ltd.,164973174,3.62,Drug Manufacturers - Specialty & Generic,162159,97948485,370,1994
PESI,"Perma-Fix Environmental Services, Inc.",164872260,12.06,Waste Management,59446,89735000,288,1990
PEBK,"Peoples Bancorp of North Carolina, Inc.",163492827,30.90,Banks - Regional,14141,77594000,277,1912
MCAA,Mountain & Co. I Acquisition Corp.,163481462,11.56,Shell Companies,664,,,2021
PRQR,ProQR Therapeutics N.V.,163250542,2.02,Biotechnology,69106,10583333,156,2012
III,"Information Services Group, Inc.",162406272,3.36,Information Technology Services,143446,291054000,1518,2006
WW,"WW International, Inc.",162369635,2.05,Personal Services,3198942,854206000,7100,1961
UEIC,Universal Electronics Inc.,162064192,12.56,Consumer Electronics,125923,420457000,4177,1986
ISTR,Investar Holding Corporation,160609128,16.34,Banks - Regional,18942,83580000,323,2006
CDZI,Cadiz Inc.,160530048,2.38,Utilities - Regulated Water,93232,1991000,18,1983
VABK,Virginia National Bankshares Corporation,160498862,29.78,Banks - Regional,23746,57336000,147,1998
CLPT,"ClearPoint Neuro, Inc.",160239222,5.94,Medical Devices,79875,23955000,107,1998
PEGR,Project Energy Reimagined Acquisition Corp.,159885014,9.15,Shell Companies,970,,6,2021
ALCY,Alchemy Investments Acquisition Corp 1,159435814,10.65,Shell Companies,8632,,,2021
RGLS,Regulus Therapeutics Inc.,159080434,2.43,Biotechnology,888568,,30,2007
NKSH,"National Bankshares, Inc.",159073122,26.99,Banks - Regional,61723,47903000,225,1891
TVGN,Tevogen Bio Holdings Inc.,158029834,0.96,Biotechnology,115774,,17,2020
IBAC,IB Acquisition Corp.,156546054,9.94,Shell Companies,51735,,,2020
ACHV,"Achieve Life Sciences, Inc.",156531183,4.57,Biotechnology,140109,,22,
MRCC,Monroe Capital Corporation,156430686,7.22,Asset Management,39208,64297000,,
DTI,Drilling Tools International Corp.,155987296,5.24,Oil & Gas Equipment & Services,59096,152034000,394,1984
PROP,Prairie Operating Co.,155763261,13.99,Capital Markets,123934,1545792,11,2001
AISP,"Airship AI Holdings, Inc.",154934379,6.69,Software - Infrastructure,423655,12299584,47,2006
MNTX,"Manitex International, Inc.",154766400,7.60,Farm & Heavy Construction Machinery,413896,296861000,705,1993
CRDF,"Cardiff Oncology, Inc.",154747116,3.46,Biotechnology,1713971,610000,31,1999
DLHC,DLH Holdings Corp.,154569294,10.86,Specialty Business Services,157144,402585000,3200,1969
SNFCA,Security National Financial Corporation,153965337,6.70,Mortgage Finance,34514,318497490,1227,1965
HFFG,HF Foods Group Inc.,153338640,2.94,Food Distribution,53342,1148493000,925,
OPBK,OP Bancorp,153153536,10.24,Banks - Regional,124975,81217000,222,2005
BCAB,"BioAtla, Inc.",152496971,3.17,Biotechnology,542506,,65,2007
EMLD,FTAC Emerald Acquisition Corp.,152387506,10.62,Shell Companies,1310,,3,2021
ESHA,ESH Acquisition Corp.,152196750,10.38,Shell Companies,991,,,2021
STKS,"The ONE Group Hospitality, Inc.",151846225,4.85,Restaurants,226032,332769000,5000,2004
EXFY,"Expensify, Inc.",151719836,1.78,Software - Application,398514,150687000,133,2008
RCMT,"RCM Technologies, Inc.",150940091,19.31,Conglomerates,44870,263237000,3770,1971
TUSK,"Mammoth Energy Services, Inc.",150746062,3.14,Conglomerates,61767,236361000,733,2014
FUNC,First United Corporation,150201848,22.61,Banks - Regional,24298,69719000,304,1900
CRVO,CervoMed Inc.,150127778,24.33,Biotechnology,62175,7144872,8,2001
RDCM,RADCOM Ltd.,149914959,9.69,Telecom Services,9206,51600000,295,1985
RELL,"Richardson Electronics, Ltd.",149442006,10.62,Electronic Components,73985,207918000,451,1947
ALTO,"Alto Ingredients, Inc.",149426160,1.95,Specialty Chemicals,605670,1222940000,460,2003
BCSA,Blockchain Coinvestors Acquisition Corp. I,149340801,11.18,Shell Companies,23628,,4,2021
HYZN,Hyzon Motors Inc.,148586627,0.61,Auto Parts,376065,295000,360,2020
SFWL,Shengfeng Development Limited,148565363,1.78,Integrated Freight & Logistics,30217,404121000,1341,2001
DLTH,Duluth Holdings Inc.,147969519,4.30,Apparel Retail,38804,646681000,950,1989
EOSE,"Eos Energy Enterprises, Inc.",147891051,0.73,Electrical Equipment & Parts,3527473,16378000,420,2008
SHMD,SCHMID Group N.V.,147512214,4.64,Shell Companies,152017,,,1864
YS,"YS Biopharma Co., Ltd.",145483380,0.81,Biotechnology,34176,,773,2002
SAMG,Silvercrest Asset Management Group Inc.,145359367,15.33,Asset Management,52884,118252000,149,2002
SEER,"Seer, Inc.",145091921,2.24,Biotechnology,212421,16661000,147,2017
CCG,Cheche Group Inc,144667606,1.98,Internet Content & Information,9695,465644288,635,2014
SCLX,Scilex Holding Company,143837445,0.87,Drug Manufacturers - General,234955,46743000,105,2011
CAPT,Captivision Inc.,143512694,4.98,Building Materials,20642,14636763,3,2005
RPTX,Repare Therapeutics Inc.,143419480,3.40,Biotechnology,118440,51133000,179,2016
SGA,"Saga Communications, Inc.",143302931,22.88,Broadcasting,9715,112773000,589,1986
CFFI,C&F Financial Corporation,142732785,42.31,Banks - Regional,22236,119047000,594,1927
ZFOX,"ZeroFox Holdings, Inc.",142321020,1.14,Software - Infrastructure,678381,233300000,914,2013
FGBI,"First Guaranty Bancshares, Inc.",141928345,11.35,Banks - Regional,5255,91568000,486,1934
DCTH,"Delcath Systems, Inc.",141726779,5.77,Medical Devices,142498,2065000,76,1988
HWBK,"Hawthorn Bancshares, Inc.",140718519,20.05,Banks - Regional,7614,64338000,270,1865
WNEB,"Western New England Bancorp, Inc.",140580050,6.50,Banks - Regional,74006,77934000,294,1853
FEBO,Fenbo Holdings Limited,140493750,12.70,Consumer Electronics,63195,15238668,284,1993
LTRX,"Lantronix, Inc.",140163232,3.74,Communication Equipment,646872,146176000,357,1989
ISRL,Israel Acquisitions Corp,139926128,10.92,Shell Companies,30888,,3,2021
ALSA,Alpha Star Acquisition Corporation,139615564,11.41,Shell Companies,14,,,2021
NVCT,"Nuvectis Pharma, Inc.",138882930,7.56,Biotechnology,185028,,13,2020
ACET,"Adicet Bio, Inc.",138866624,1.69,Biotechnology,2919011,,143,1947
OPAL,OPAL Fuels Inc.,138526120,4.88,Utilities - Regulated Gas,50310,256108000,326,1998
EHTH,"eHealth, Inc.",138036645,4.77,Insurance Brokers,275623,452871000,1903,
AMLI,American Lithium Corp.,137895014,0.64,Other Industrial Metals & Mining,308659,,55,1974
IMAB,I-Mab,137871711,1.79,Biotechnology,69669,3899013,378,2014
ARBE,Arbe Robotics Ltd.,137034285,1.77,Software - Infrastructure,32367,1470000,137,2015
MVST,"Microvast Holdings, Inc.",137001271,0.43,Electrical Equipment & Parts,3329432,306617000,2006,2006
PDSB,PDS Biotechnology Corporation,136813789,3.73,Biotechnology,709978,,25,
PWOD,"Penns Woods Bancorp, Inc.",136677841,18.19,Banks - Regional,12568,64818000,308,
SANG,Sangoma Technologies Corporation,136634960,4.33,Software - Infrastructure,31887,189284211,748,1984
SGMT,Sagimet Biosciences Inc.,136591488,4.28,Biotechnology,558702,2000000,8,2006
ORGN,"Origin Materials, Inc.",136537344,0.94,Chemicals,3704888,28805000,162,2008
LOOP,"Loop Industries, Inc.",135932654,2.86,Specialty Chemicals,10246,119486,60,
FINW,FinWise Bancorp,135868032,10.62,Banks - Regional,8262,64001000,162,1999
SYRS,"Syros Pharmaceuticals, Inc.",135779764,5.08,Biotechnology,36782,9936000,68,2011
VOXX,VOXX International Corporation,135587778,6.00,Consumer Electronics,52452,497350000,1055,1960
SY,So-Young International Inc.,135574378,1.29,Health Information Services,38366,211287588,1573,2013
VXRT,"Vaxart, Inc.",135493276,0.77,Biotechnology,954588,7379000,109,
AMLX,"Amylyx Pharmaceuticals, Inc.",135331443,1.99,Biotechnology,1479556,380786000,384,2014
OPI,Office Properties Income Trust,134549724,2.76,REIT - Office,1126350,540566000,,
MRAM,"Everspin Technologies, Inc.",134507500,6.25,Semiconductors,285021,63349000,82,
VFF,"Village Farms International, Inc.",134503695,1.22,Farm Products,1304583,285603000,1400,1989
VMCA,Valuence Merger Corp. I,133998997,11.44,Shell Companies,440,,4,2021
KPTI,Karyopharm Therapeutics Inc.,133935900,1.15,Biotechnology,840487,146033000,325,2008
TAYD,"Taylor Devices, Inc.",133659072,43.20,Specialty Industrial Machinery,97067,43237613,125,1955
TLGY,TLGY Acquisition Corporation,132953921,11.39,Shell Companies,18162,,3,2021
DMAC,DiaMedica Therapeutics Inc.,132853000,3.50,Biotechnology,143805,,18,2000
BRAG,Bragg Gaming Group Inc.,132352290,5.70,Gambling,49941,103910000,464,2018
AUGX,"Augmedix, Inc.",132212771,2.70,Health Information Services,160802,44855000,1430,2013
ALOT,"AstroNova, Inc.",131678388,17.59,Computer Hardware,16971,148086000,365,1969
VERI,"Veritone, Inc.",131590450,3.49,Software - Infrastructure,656847,127560000,664,2014
CRDL,Cardiol Therapeutics Inc.,131530078,2.02,Drug Manufacturers - Specialty & Generic,211046,,22,2017
RZLT,"Rezolute, Inc.",131217252,3.27,Biotechnology,406603,,57,2010
UBXG,U-BX Technology Ltd.,130950000,4.85,Software - Infrastructure,46348,94318710,40,2018
ABEO,Abeona Therapeutics Inc.,130756900,4.78,Biotechnology,2431785,3500000,84,
ZLS,Zalatoris II Acquisition Corp.,130614400,10.85,Shell Companies,29,,,2021
BANX,ArrowMark Financial Corp.,130476442,18.39,Asset Management,11077,,,2013
GPAC,Global Partner Acquisition Corp II,130321585,10.82,Shell Companies,4000,,4,2020
OPTX,"Syntec Optics Holdings, Inc.",130243465,3.55,Electronic Components,2570,42416044,,1981
NNAG,99 Acquisition Group Inc.,130151250,10.35,Shell Companies,1754,,,2022
ESOA,Energy Services of America Corporation,129896456,7.82,Engineering & Construction,615797,334225094,1282,2006
LAKE,"Lakeland Industries, Inc.",129849632,17.60,Apparel Manufacturing,25742,124688000,1700,1982
DBVT,DBV Technologies S.A.,128923292,0.68,Biotechnology,13864,15728000,104,2002
MYNA,Mynaric AG,128789930,5.00,Communication Equipment,18694,4704255,293,2009
CSPI,CSP Inc.,128709175,13.25,Information Technology Services,64587,61678000,112,1968
OPTN,"OptiNose, Inc.",128423280,1.14,Drug Manufacturers - Specialty & Generic,2747355,70987000,132,2010
WISH,ContextLogic Inc.,128329696,5.24,Internet Retail,929178,287000000,452,2010
OPRT,Oportun Financial Corporation,128109960,3.60,Credit Services,200669,280666000,2340,2005
OFS,OFS Capital Corporation,127817874,9.54,Asset Management,52088,56893000,51,
VTNR,"Vertex Energy, Inc.",127179448,1.36,Oil & Gas Refining & Marketing,1637653,3177187000,481,
RMBI,"Richmond Mutual Bancorporation, Inc.",127165896,11.44,Banks - Regional,5831,41741196,176,1887
CRGO,Freightos Limited,127161130,2.65,Integrated Freight & Logistics,4593,20281000,350,2012
BSET,"Bassett Furniture Industries, Incorporated",127134000,14.40,"Furnishings, Fixtures & Appliances",33459,368992000,1389,1902
FTLF,"FitLife Brands, Inc.",126911424,27.43,Packaged Foods,3550,52700000,37,
TATT,TAT Technologies Ltd.,126271666,12.17,Aerospace & Defense,2412,113794000,540,1985
WILC,G. Willi-Food International Ltd.,126189700,9.10,Food Distribution,6104,149658953,207,1994
FRAF,Franklin Financial Services Corporation,125964281,28.68,Banks - Regional,2263,65764000,306,1906
CTXR,"Citius Pharmaceuticals, Inc.",125950897,0.70,Biotechnology,1430203,,22,2007
OMGA,"Omega Therapeutics, Inc.",125753400,2.28,Biotechnology,568168,3094000,93,2017
MNSB,"MainStreet Bancshares, Inc.",125632485,16.50,Banks - Regional,8027,77943000,191,2003
BFIN,BankFinancial Corporation,125603856,10.08,Banks - Regional,5511,55933000,183,1924
UBFO,United Security Bancshares,125447485,7.27,Banks - Regional,12076,53430000,114,1987
BZUN,Baozun Inc.,125027682,2.71,Internet Retail,288266,1242879126,7827,2007
VTGN,"VistaGen Therapeutics, Inc.",124856424,4.62,Biotechnology,110442,1042300,37,1998
CXDO,"Crexendo, Inc.",124849950,4.75,Telecom Services,97360,53199000,182,1995
NPAB,New Providence Acquisition Corp. II,124738575,10.82,Shell Companies,73,,,2020
PLMI,Plum Acquisition Corp. I,124719600,10.52,Shell Companies,802,,2,2021
EVGR,Evergreen Corporation,124514190,11.42,Shell Companies,50421,,2,2021
LIFW,"MSP Recovery, Inc.",124010509,0.89,Health Information Services,222152,7705000,88,2014
FAT,FAT Brands Inc.,123594537,7.44,Restaurants,9424,526733000,2600,2017
GATE,Marblegate Acquisition Corp.,123249755,10.35,Shell Companies,4,,3,2020
LPTX,"Leap Therapeutics, Inc.",123211690,3.22,Biotechnology,238371,,54,2011
NOTV,"Inotiv, Inc.",123021639,4.77,Diagnostics & Research,398301,585172000,1955,1974
YIBO,Planet Image International Limited,122850046,2.07,Computer Hardware,1924,150222000,1216,2011
FCCO,First Community Corporation,121682710,15.95,Banks - Regional,34882,58184000,268,1994
COYA,"Coya Therapeutics, Inc.",121285109,8.34,Biotechnology,36128,6002206,8,2020
BOCN,Blue Ocean Acquisition Corp.,121109710,11.11,Shell Companies,636,,4,2021
CFBK,CF Bankshares Inc.,120711321,18.43,Banks - Regional,595,49354000,103,1892
IMUX,"Immunic, Inc.",120504860,1.34,Biotechnology,154438,,77,
HURC,"Hurco Companies, Inc.",120166374,18.47,Specialty Industrial Machinery,15106,218184000,716,1968
SPWH,"Sportsman's Warehouse Holdings, Inc.",120023750,3.19,Specialty Retail,352747,1287987000,2100,1986
EPSN,Epsilon Energy Ltd.,119865204,5.47,Oil & Gas Exploration & Production,62995,30729752,10,2005
TWLV,Twelve Seas Investment Company II,119748550,10.75,Shell Companies,113,,,2020
VOR,Vor Biopharma Inc.,119377650,1.75,Biotechnology,108563,,168,2015
RRGB,"Red Robin Gourmet Burgers, Inc.",119358720,7.68,Restaurants,157757,1303046000,22516,1969
HNVR,"Hanover Bancorp, Inc.",119357460,16.51,Banks - Regional,14079,60446000,176,2008
KGEI,Kolibri Global Energy Inc.,119342197,3.35,Oil & Gas Exploration & Production,1466,50599000,7,2008
INVE,"Identiv, Inc.",119221410,5.11,Computer Hardware,193555,116383000,394,1990
TROO,"TROOPS, Inc.",118869660,1.17,Software - Application,18863,3569000,19,2005
MOLN,Molecular Partners AG,118604023,4.03,Biotechnology,4435,8378571,167,2004
MAXN,"Maxeon Solar Technologies, Ltd.",117699623,2.23,Solar,1827208,1217838000,5344,
TBRG,"TruBridge, Inc.",117658258,8.11,Health Information Services,116635,339435000,3219,1979
CPHC,Canterbury Park Holding Corporation,117585941,23.66,Gambling,955,61436858,227,1994
MAPS,"WM Technology, Inc.",117351375,1.25,Software - Application,229085,195869000,580,2008
UNB,"Union Bankshares, Inc.",116825973,25.85,Banks - Regional,5165,48246000,197,1891
TZOO,Travelzoo,116506964,8.81,Advertising Agencies,89932,84477000,223,1998
GIFI,"Gulf Island Fabrication, Inc.",116456430,7.19,Metal Fabrication,56093,151067000,839,1985
COOL,Corner Growth Acquisition Corp.,116350320,11.50,Shell Companies,5251,,6,2020
FATBB,FAT Brands Inc.,116206306,6.17,Restaurants,244,526733000,2600,2017
RLMD,"Relmada Therapeutics, Inc.",116170670,3.85,Biotechnology,81945,,20,2004
GSIW,Garden Stage Limited,116052500,7.61,Capital Markets,2286,3259296,13,2016
ASRT,"Assertio Holdings, Inc.",116049084,1.22,Drug Manufacturers - Specialty & Generic,2009986,152069000,53,1995
YQ,17 Education & Technology Group Inc.,115614599,2.97,Education & Training Services,14812,24113117,480,2012
WMPN,William Penn Bancorporation,115576393,12.22,Banks - Regional,6410,21500000,93,1870
FGEN,"FibroGen, Inc.",115390304,1.16,Biotechnology,924421,147752000,486,
BYNO,byNordic Acquisition Corporation,114580433,11.15,Shell Companies,30407,,5,2019
LIFE,"aTyr Pharma, Inc.",114558094,1.66,Biotechnology,1323171,588000,56,2005
CZWI,"Citizens Community Bancorp, Inc.",114503055,10.95,Banks - Regional,7161,59074000,214,1938
CBFV,"CB Financial Services, Inc.",114434420,22.25,Banks - Regional,6249,69067000,159,1901
ATOM,Atomera Incorporated,114271450,4.25,Semiconductor Equipment & Materials,327379,568000,21,2001
RTC,Baijiayun Group Ltd,114257455,1.42,Software - Application,56380,10140578,361,2003
APXI,APx Acquisition Corp. I,113651284,11.47,Shell Companies,340,,2,2021
CDAQ,Compass Digital Acquisition Corp.,113241194,10.78,Shell Companies,92599,,2,2021
SILC,Silicom Ltd.,113167858,16.75,Communication Equipment,22828,101315000,260,1987
TELA,"TELA Bio, Inc.",113161401,4.59,Medical Devices,303693,58453000,227,2012
ISSC,"Innovative Solutions and Support, Inc.",112442400,6.44,Aerospace & Defense,24612,37600321,95,1988
KLXE,"KLX Energy Services Holdings, Inc.",112206633,6.71,Oil & Gas Equipment & Services,95396,888400000,1919,
IVAC,"Intevac, Inc.",111919061,4.21,Specialty Industrial Machinery,38288,50754000,126,1990
STIM,"Neuronetics, Inc.",111585375,3.75,Diagnostics & Research,146135,71348000,203,2003
MMLP,Martin Midstream Partners L.P.,111543146,2.86,Oil & Gas Midstream,28971,734264000,1292,2002
PFTA,Perception Capital Corp. III,111465536,10.73,Shell Companies,12628,,2,2021
FONR,FONAR Corporation,111428508,17.61,Diagnostics & Research,24879,102422101,561,1978
FNCB,"FNCB Bancorp, Inc.",111247900,5.62,Banks - Regional,16999,53752000,201,1910
